"Income","Kidhome","Teenhome","Recency","MntWines","MntFruits","MntMeatProducts","MntFishProducts","MntSweetProducts","MntGoldProds","NumDealsPurchases","NumWebPurchases","NumCatalogPurchases","NumStorePurchases","NumWebVisitsMonth","AcceptedCmp3","AcceptedCmp4","AcceptedCmp5","AcceptedCmp1","AcceptedCmp2","Complain","Response","Age","Customer_Days","marital_Divorced","marital_Married","marital_Single","marital_Together","marital_Widow","education_2n Cycle","education_Basic","education_Graduation","education_Master","education_PhD","MntTotal","MntRegularProds","AcceptedCmpOverall"
838290,0,0,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1,45,2423,1,0,0,0,0,0,0,1,0,0,1835,1808,3
542100,0,1,18,70,54,109,80,9,45,2,4,1,7,5,0,0,0,0,0,0,0,41,2564,0,1,0,0,0,1,0,0,0,0,322,277,0
NA,1,0,95,120,19,206,25,19,54,6,7,2,5,8,0,0,0,0,0,0,0,34,2490,0,1,0,0,0,0,0,1,0,0,389,335,0
531870,1,0,66,211,2,30,7,7,10,2,4,1,6,5,0,0,0,0,0,0,0,50,2405,0,0,0,1,0,0,0,1,0,0,257,247,0
300230,1,0,28,11,0,16,7,6,21,1,2,0,3,8,0,0,0,0,0,0,0,48,2256,0,1,0,0,0,0,0,1,0,0,40,19,0
760450,0,0,78,760,53,400,17,93,0,1,4,5,11,2,0,0,0,1,0,0,0,60,2385,0,0,1,0,0,0,0,0,0,1,1323,1323,1
508700,0,1,13,53,0,8,0,0,2,1,2,0,3,5,0,0,0,0,0,0,0,68,2169,0,1,0,0,0,0,0,0,0,1,61,59,0
153150,0,0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,50,2489,0,1,0,0,0,1,0,0,0,0,47,30,0
654630,1,0,17,391,32,70,21,32,16,2,6,2,9,5,0,1,0,0,0,0,0,46,2309,0,1,0,0,0,1,0,0,0,0,546,530,1
664800,1,1,71,199,9,57,20,21,6,7,4,1,7,4,0,0,0,0,0,0,0,55,2188,0,1,0,0,0,0,0,1,0,0,306,300,0
767730,0,0,79,516,56,449,86,33,16,1,2,2,11,1,0,0,0,0,0,0,0,66,2648,1,0,0,0,0,0,0,1,0,0,1140,1124,0
816980,0,0,1,709,45,115,30,160,45,1,8,2,5,5,0,0,0,1,0,0,1,37,2644,0,0,1,0,0,1,0,0,0,0,1059,1014,1
544660,1,1,78,12,0,4,0,0,0,1,1,0,2,5,0,0,0,0,0,0,0,47,2299,0,0,1,0,0,0,0,0,0,1,16,16,0
987770,0,0,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,60,2291,0,0,1,0,0,0,0,0,1,0,1970,1932,1
162690,1,0,75,19,3,18,3,1,0,3,3,0,3,8,0,0,0,0,0,0,0,36,2462,0,0,1,0,0,0,0,0,0,1,44,44,0
718190,0,1,70,1224,28,140,0,14,168,3,3,3,5,6,0,1,1,0,0,0,0,49,2464,0,0,0,1,0,0,0,1,0,0,1406,1238,2
335690,1,0,10,16,2,18,3,0,24,1,1,1,2,8,1,0,0,0,0,0,1,37,2415,0,1,0,0,0,0,0,0,0,1,39,15,1
362620,0,0,24,88,39,54,64,28,153,1,3,5,3,6,1,0,0,0,0,0,1,37,2441,0,1,0,0,0,0,0,0,1,0,273,120,1
226340,0,0,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,0,54,2688,0,0,0,1,0,0,1,0,0,0,50,4,0
470250,0,1,98,508,11,59,23,5,29,5,11,1,6,9,0,0,0,0,0,0,0,42,2449,0,1,0,0,0,1,0,0,0,0,606,577,0
705660,0,1,4,381,28,215,84,28,21,2,6,5,9,3,0,0,0,0,0,0,0,52,2425,0,0,1,0,0,0,0,1,0,0,736,715,0
316050,1,0,15,74,0,42,2,1,6,2,2,1,4,7,0,0,0,0,0,0,0,41,2743,0,1,0,0,0,0,0,0,0,1,119,113,0
520340,1,1,67,146,0,93,7,13,73,5,4,2,5,7,0,0,0,0,0,0,0,47,2567,100,0,0,0,0,0,0,0,1,0,259,186,0
485260,1,0,32,23,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,0,41,2346,0,0,1,0,0,0,0,1,0,0,126,117,0
467340,0,1,40,110,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,0,0,66,2747,0,1,0,0,0,0,0,1,0,0,301,272,0
395520,1,1,54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,0,1,58,2717,1,0,0,0,0,0,0,1,0,0,343,302,0
863580,1,1,78,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,0,54,2849,0,0,1,0,0,0,0,1,0,0,1627,1532,0
469310,2,1,94,41,0,17,3,1,16,2,1,1,3,3,0,0,0,0,0,0,0,43,2225,0,0,0,1,0,0,0,1,0,0,62,46,0
165810,0,0,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,0,35,2692,0,0,1,0,0,0,1,0,0,0,13,2,0
639980,0,0,42,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,0,1,68,2350,1,0,0,0,0,1,0,0,0,0,1056,944,0
673810,0,1,67,815,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,0,69,2689,0,1,0,0,0,0,0,0,1,0,887,817,1
259300,1,1,87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,53,2421,0,0,1,0,0,0,0,1,0,0,11,7,0
426930,1,0,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,0,42,2181,0,1,0,0,0,0,0,1,0,0,41,25,0
856060,0,1,89,717,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,0,0,44,2753,0,0,0,1,0,0,0,1,0,0,1872,1788,1
729030,0,0,74,NA,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,0,1,35,2402,0,0,1,0,0,0,0,1,0,0,1974,1935,3
496690,1,0,97,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,0,46,2195,0,0,0,1,0,1,0,0,0,0,297,268,0
367780,1,1,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,0,52,2852,0,1,0,0,0,0,0,0,0,1,73,69,0
856960,0,0,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,58,2581,1,0,0,0,0,0,0,0,0,1,1301,1289,0
109790,0,0,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0,31,2197,1,0,0,0,0,0,0,0,1,0,26,22,0
496780,0,1,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,0,59,2671,0,1,0,0,0,0,0,1,0,0,295,275,0
561290,0,1,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,0,67,2533,0,0,0,1,0,0,0,0,1,0,612,564,0
371550,1,0,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,0,31,2673,0,1,0,0,0,0,0,1,0,0,71,68,0
212820,1,0,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,0,42,2208,1,0,0,0,0,1,0,0,0,0,26,6,0
334190,0,1,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,0,58,2475,0,0,1,0,0,0,0,0,0,1,68,50,0
632850,0,0,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,0,75,2395,0,0,0,0,1,0,0,1,0,0,969,835,0
212550,1,0,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,0,46,2318,0,0,0,1,0,0,0,0,1,0,58,55,0
421620,1,0,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,1,39,2381,0,0,0,1,0,0,0,1,0,0,118,91,1
544500,1,1,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,64,2812,0,0,0,1,0,0,0,1,0,0,652,620,0
577440,0,1,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,0,66,2388,0,1,0,0,0,0,0,0,0,1,392,373,0
265760,1,0,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,1,34,2783,0,0,1,0,0,0,0,1,0,0,18,9,1
575130,0,0,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,0,77,2517,0,0,0,0,1,0,0,0,0,1,1030,1000,0
681420,0,1,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,0,56,2828,0,0,0,1,0,0,0,1,0,0,1422,1385,0
75000,0,1,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,0,41,2828,0,1,0,0,0,0,0,1,0,0,13,8,0
831450,0,0,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,1,46,2804,0,0,0,1,0,0,0,1,0,0,1719,1605,1
541970,0,1,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,0,60,2246,0,1,0,0,0,0,0,0,1,0,224,211,0
230910,1,1,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,0,57,2191,0,0,1,0,0,0,0,0,0,1,46,44,0
460490,1,1,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,1,44,2502,0,1,0,0,0,0,0,1,0,0,496,477,0
567150,0,0,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,0,46,2730,0,0,0,1,0,0,0,1,0,0,1011,1002,0
794100,0,0,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,0,59,2190,0,1,0,0,0,0,0,1,0,0,1357,1344,0
573040,0,1,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,0,69,2634,0,1,0,0,0,0,0,1,0,0,920,814,0
443750,0,1,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,0,55,2257,0,1,0,0,0,0,0,1,0,0,260,219,0
544500,1,1,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,64,2812,0,0,0,1,0,0,0,1,0,0,652,620,0
595940,0,1,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,0,55,2776,0,1,0,0,0,0,0,1,0,0,490,481,1
806850,0,0,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,0,26,2835,0,0,0,1,0,0,0,1,0,0,950,896,0
403440,0,1,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,0,46,2418,0,1,0,0,0,0,0,0,0,1,216,214,0
627100,0,1,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,0,48,2561,0,1,0,0,0,0,0,1,0,0,595,584,0
489850,0,1,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,0,52,2518,0,1,0,0,0,1,0,0,0,0,67,59,0
353220,1,2,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,0,52,2835,0,0,0,1,0,0,0,1,0,0,93,80,0
771420,0,0,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0,72,2555,0,1,0,0,0,0,0,1,0,0,893,796,0
816570,0,0,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,0,51,2317,0,0,1,0,0,0,0,1,0,0,1047,997,0
144210,0,0,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,0,240,2291,0,1,0,0,0,0,1,0,0,0,8,0,1
201300,0,0,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0,46,2263,0,1,0,0,0,1,0,0,0,0,22,10,0
742140,0,0,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,0,30,2831,0,1,0,0,0,0,0,0,0,1,1678,1645,0
667260,1,1,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,0,63,2327,0,1,0,0,0,0,0,0,1,0,391,344,1
237240,1,0,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,0,41,2696,0,0,0,1,0,0,1,0,0,0,61,47,0
473530,0,1,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,0,60,2387,0,1,0,0,0,0,0,0,1,0,221,217,0
334440,1,1,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,68,2762,0,1,0,0,0,0,0,0,1,0,16,14,0
543860,0,1,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,0,39,2567,0,1,0,0,0,0,0,1,0,0,445,420,0
285100,1,1,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,0,39,2601,1,0,0,0,0,0,0,1,0,0,72,53,0
906380,0,0,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,0,29,2295,0,0,1,0,0,0,0,0,1,0,2429,2333,1
480700,0,1,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,0,70,2691,0,0,0,1,0,0,0,1,0,0,485,466,0
431400,0,1,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,0,63,2699,0,1,0,0,0,0,0,1,0,0,224,213,0
549590,0,1,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,1,59,2685,1,0,0,0,0,0,0,0,0,1,1208,1184,1
150560,1,1,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,0,62,2581,0,0,1,0,0,0,1,0,0,0,48,8,0
269540,1,0,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,49,2211,0,0,1,0,0,0,0,1,0,0,16,15,0
223270,1,0,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,0,35,2490,0,0,1,0,0,0,0,1,0,0,19,14,0
443930,1,1,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,0,55,2470,0,1,0,0,0,0,0,1,0,0,50,40,0
620000,0,1,25,NA,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,0,68,2467,0,0,1,0,0,0,0,0,0,1,1000,980,1
314970,0,1,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,58,2729,0,0,0,1,0,0,0,0,0,1,151,147,0
458940,0,2,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,0,46,2281,0,1,0,0,0,1,0,0,0,0,38,25,0
785790,0,0,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,1,50,2713,1,0,0,0,0,0,0,0,1,0,1713,1614,0
673690,0,1,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,1,51,2748,0,0,0,0,1,0,0,0,1,0,1419,1377,2
584010,0,1,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,0,60,2229,1,0,0,0,0,0,0,1,0,0,67,38,0
623070,0,1,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,0,68,2291,0,0,1,0,0,0,0,1,0,0,150,140,0
436410,1,1,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,0,51,2592,0,1,0,0,0,0,0,0,1,0,116,93,0
638410,0,1,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,52,2593,1,0,0,0,0,0,0,0,1,0,777,646,0
468910,0,1,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,55,2460,0,1,0,0,0,1,0,0,0,0,122,61,0
700910,1,0,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,0,51,2614,0,1,0,0,0,0,0,0,1,0,1150,1139,1
780750,0,0,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,0,48,2244,0,1,0,0,0,0,0,0,0,1,908,828,0
591840,0,1,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,0,59,2817,0,0,0,0,1,1,0,0,0,0,1006,940,0
548090,1,1,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,0,43,2450,0,1,0,0,0,0,0,1,0,0,152,130,0
NA,0,1,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,0,61,2679,0,1,0,0,0,0,0,1,0,0,674,590,0
514120,0,1,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,0,62,2339,0,1,0,0,0,0,0,0,1,0,181,167,0
152870,1,0,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,41,2786,1,0,0,0,0,0,0,1,0,0,18,5,1
666360,0,0,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,0,63,2475,0,0,0,1,0,0,0,0,1,0,1084,1084,0
509650,0,1,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,0,64,2653,0,1,0,0,0,0,0,0,1,0,656,627,1
846180,0,0,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,0,55,2378,0,1,0,0,0,0,0,0,0,1,1672,1672,1
183510,0,0,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,0,30,2402,0,1,0,0,0,0,0,1,0,0,36,29,0
404510,0,2,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,0,63,2292,0,0,0,1,0,0,0,0,0,1,39,29,1
363170,0,1,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,0,55,2562,0,0,0,1,0,0,0,1,0,0,120,107,0
422130,0,1,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,0,63,2419,0,0,0,1,0,0,0,1,0,0,343,323,1
657480,0,1,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,0,65,2599,0,0,0,1,0,0,0,1,0,0,511,477,0
770440,0,1,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,0,48,2404,0,0,0,1,0,0,0,1,0,0,989,913,1
749180,0,0,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,0,51,2633,0,0,0,1,0,0,0,1,0,0,1988,1929,1
567210,1,1,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,0,48,2765,0,1,0,0,0,0,0,1,0,0,221,146,0
421600,1,1,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,1,45,2525,0,0,1,0,0,0,0,1,0,0,120,100,0
615590,0,1,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,0,55,2506,0,0,1,0,0,0,0,1,0,0,496,462,0
336290,1,1,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,0,57,2849,0,0,0,1,0,0,0,0,0,1,148,144,0
686820,0,0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,29,2425,0,0,0,1,0,0,0,0,0,1,1553,1508,0
343770,0,1,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,0,57,2685,0,0,1,0,0,0,0,1,0,0,88,62,0
89400,1,0,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,0,34,2835,0,0,1,0,0,0,1,0,0,0,59,17,0
262280,1,0,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,0,47,2439,0,1,0,0,0,0,0,1,0,0,16,7,0
772970,0,0,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,0,63,2678,1,0,0,0,0,1,0,0,0,0,748,707,1
402110,1,1,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,0,39,2493,0,1,0,0,0,0,0,1,0,0,62,37,1
334380,1,1,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,0,62,2439,0,0,0,0,1,0,0,0,0,1,84,78,0
750320,0,1,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,0,61,2586,0,1,0,0,0,0,0,0,0,1,1203,1191,0
612840,0,0,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,0,65,2419,0,0,1,0,0,0,0,0,0,1,766,721,1
225180,1,0,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,1,34,2774,0,1,0,0,0,0,0,1,0,0,34,7,1
547300,0,1,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,0,45,2477,0,1,0,0,0,0,0,0,1,0,349,293,0
384520,1,1,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,65,2250,0,1,0,0,0,0,0,0,1,0,70,68,0
444210,1,1,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,0,49,2658,1,0,0,0,0,0,0,1,0,0,182,175,0
381970,1,0,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,0,34,2524,0,0,0,1,0,0,0,0,0,1,37,34,0
419860,0,1,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,0,42,2299,1,0,0,0,0,0,0,1,0,0,51,39,0
284270,1,0,67,NA,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,0,37,2624,0,0,0,1,0,0,0,1,0,0,46,40,0
373950,1,0,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,0,44,2217,0,0,0,1,0,0,0,0,0,1,28,17,0
647220,1,0,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,0,49,2193,0,1,0,0,0,0,0,1,0,0,790,775,0
552490,0,1,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,0,64,2232,0,0,0,1,0,0,0,0,1,0,119,108,0
NA,0,0,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,0,48,2427,0,0,0,1,0,0,0,1,0,0,1555,1479,3
286910,1,0,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,31,2519,0,1,0,0,0,0,0,1,0,0,30,26,0
442130,1,1,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,0,68,2371,0,0,1,0,0,0,0,1,0,0,145,138,0
257070,1,0,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,0,36,2321,0,0,1,0,0,0,1,0,0,0,18,15,0
590620,2,1,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,0,53,2428,0,1,0,0,0,0,0,0,0,1,62,53,0
766240,0,1,68,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,0,58,2195,0,0,1,0,0,0,0,1,0,0,833,767,1
660000,0,0,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,0,73,2229,0,0,0,1,0,0,0,0,1,0,666,621,0
276830,1,0,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,0,42,2853,0,0,0,1,0,0,0,0,0,1,306,261,0
17300,0,0,65,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,0,49,2201,1,0,0,0,0,0,0,1,0,0,7,6,0
75000,1,0,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,0,28,2732,0,0,1,0,0,0,1,0,0,0,79,39,0
405210,1,1,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,0,52,2609,0,0,0,1,0,0,0,1,0,0,17,13,0
204270,1,0,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,47,2256,0,0,0,1,0,0,0,0,0,1,9,8,0
651060,0,1,55,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,0,45,2195,0,1,0,0,0,0,0,1,0,0,954,935,1
699690,0,0,64,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,0,1,55,2465,0,1,0,0,0,0,0,0,0,1,1492,1448,2
674330,0,2,51,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,0,68,2507,0,1,0,0,0,0,0,1,0,0,962,932,1
777660,0,1,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,1,53,2651,0,1,0,0,0,0,0,0,0,1,1502,1475,1
747160,0,1,92,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,0,48,2449,0,1,0,0,0,0,0,1,0,0,789,718,0
681180,0,1,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,57,2413,1,0,0,0,0,0,0,1,0,0,774,620,0
551580,1,1,72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,1,50,2858,0,1,0,0,0,0,0,0,0,1,395,372,0
629720,0,1,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,1,65,2854,0,1,0,0,0,1,0,0,0,0,395,203,0
741900,0,1,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,0,45,2207,0,1,0,0,0,0,0,1,0,0,577,513,0
393560,1,1,21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,0,44,2261,0,1,0,0,0,0,0,1,0,0,17,11,1
766530,0,0,91,736,63,946,219,189,126,1,4,7,11,2,0,0,1,1,0,0,0,51,2476,0,0,0,1,0,0,0,1,0,0,2153,2027,2
358600,1,1,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,0,47,2200,1,0,0,0,0,0,0,0,0,1,29,9,1
906870,0,0,98,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,0,1,37,2562,1,0,0,0,0,0,0,0,0,1,1728,1677,1
734500,0,0,85,NA,51,415,90,69,37,1,7,8,11,3,1,0,0,1,0,0,0,38,2365,0,0,0,1,0,0,0,0,1,0,1767,1730,2
314540,1,1,40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,0,60,2517,0,1,0,0,0,0,0,1,0,0,39,30,0
471390,1,1,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,0,1,68,2274,0,0,1,0,0,0,0,1,0,0,60,37,0
838290,0,0,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1,45,2423,1,0,0,0,0,0,0,1,0,0,1835,1808,3
533780,1,1,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,0,1,57,2802,0,1,0,0,0,0,0,0,0,1,661,529,0
196560,1,0,94,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,0,50,2665,0,0,0,1,0,0,0,1,0,0,52,20,0
455790,0,1,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,0,72,2472,0,1,0,0,0,0,0,0,0,1,182,181,0
854850,0,0,73,630,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,0,0,62,2167,0,0,1,0,0,1,0,0,0,0,1329,1275,0
559560,0,0,22,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,0,76,2242,0,1,0,0,0,0,0,1,0,0,961,923,1
641910,0,1,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,0,57,2682,0,0,1,0,0,0,0,0,1,0,810,795,0
388080,1,0,21,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,0,1,48,2831,0,0,1,0,0,0,0,1,0,0,216,186,1
571830,1,1,51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,0,54,2626,0,1,0,0,0,0,0,0,1,0,540,470,0
237480,1,0,97,6,6,29,12,15,8,3,2,1,3,8,0,0,0,0,0,0,0,52,2744,1,0,0,0,0,0,0,0,1,0,68,60,0
663030,0,1,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,0,49,2647,0,1,0,0,0,0,0,1,0,0,1226,1166,1
NA,1,0,4,3,2,11,2,2,10,1,1,0,2,6,1,0,0,0,0,0,0,45,2354,0,1,0,0,0,0,0,0,1,0,20,10,1
408000,1,2,77,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,1,0,56,2703,0,1,0,0,0,0,0,1,0,0,89,79,0
718470,0,0,95,737,21,106,55,63,210,0,6,7,9,3,0,0,0,1,0,0,0,42,2805,1,0,0,0,0,0,0,1,0,0,982,772,1
